time,gFx,gFy,gFz,ax,ay,az,wx,wy,wz
0.002,0.35,0.98,0.01,-0.08,0.02,0.25,-0.01,0.03,0.01
0.003,0.35,0.98,0.01,-0.08,0.02,0.25,0.04,-0.13,0.01
0.003,0.35,0.98,0.01,0.14,0.12,-0.16,0.04,-0.13,0.01
0.012,0.28,0.93,0.01,0.14,0.12,-0.16,0.04,-0.13,0.01
0.026,0.28,0.93,0.01,0.14,0.12,-0.16,0.04,-0.13,0.01
0.032,0.28,0.9,0.01,0.14,0.12,-0.16,0.04,-0.13,0.01
0.033,0.28,0.9,0.01,0.14,0.12,-0.16,-0.01,0.02,-0.01
0.034,0.28,0.9,0.01,0.14,0.11,-0.16,-0.01,0.02,-0.01
0.052,0.27,1,-0.02,0.14,0.11,-0.16,-0.01,0.02,-0.01
0.072,0.28,0.96,0.01,0.14,0.11,-0.16,-0.01,0.02,-0.01
0.074,0.28,0.96,0.01,0.14,0.11,-0.16,0,0.03,-0.03
0.075,0.28,0.96,0.01,-0.05,-0.1,-0.07,0,0.03,-0.03
0.091,0.28,0.96,0.01,-0.05,-0.1,-0.07,0,0.03,-0.03
0.093,0.28,0.96,0.01,-0.05,-0.1,-0.07,0,0.03,-0.03
0.112,0.3,0.96,0.01,-0.05,-0.1,-0.07,0,0.03,-0.03
0.114,0.3,0.96,0.01,-0.05,-0.1,-0.07,-0.02,-0.03,-0.01
0.114,0.3,0.96,0.01,0.04,0.09,0,-0.02,-0.03,-0.01
0.132,0.29,0.93,0.02,0.04,0.09,0,-0.02,-0.03,-0.01
0.146,0.29,0.93,0.02,0.04,0.09,0,-0.02,-0.03,-0.01
0.151,0.29,0.93,0.02,0.05,0.08,-0.01,-0.02,-0.03,-0.01
0.153,0.28,0.94,0,0.05,0.08,-0.01,-0.02,-0.03,-0.01
0.153,0.28,0.94,0,0.05,0.08,-0.01,-0.01,0.03,-0.03
0.184,0.27,0.96,0.01,0.05,0.08,-0.01,-0.01,0.03,-0.03
0.214,0.25,0.98,0,0.05,0.08,-0.01,-0.01,0.03,-0.03
0.215,0.25,0.98,0,0.05,0.08,-0.01,-0.01,0.03,-0.04
0.215,0.25,0.98,0,-0.01,-0.11,0.02,-0.01,0.03,-0.04
0.216,0.25,0.98,0,-0.01,-0.11,0.02,-0.01,0.03,-0.04
0.217,0.25,0.97,0,-0.01,-0.11,0.02,-0.01,0.03,-0.04
0.233,0.27,0.95,0,-0.01,-0.11,0.02,-0.01,0.03,-0.04
0.234,0.27,0.95,0,-0.01,-0.11,0.02,-0.01,0,-0.03
0.235,0.27,0.95,0,-0.18,0.12,-0.11,-0.01,0,-0.03
0.251,0.26,0.94,-0.01,-0.18,0.12,-0.11,-0.01,0,-0.03
0.277,0.26,0.94,-0.01,-0.18,0.12,-0.11,-0.01,0,-0.03
0.279,0.24,0.95,-0.04,-0.18,0.12,-0.11,-0.01,0,-0.03
0.28,0.24,0.95,-0.04,-0.18,0.12,-0.11,-0.02,0.01,0
0.281,0.24,0.95,-0.04,-0.18,0.12,-0.12,-0.02,0.01,0
0.308,0.24,0.97,-0.03,-0.18,0.12,-0.12,-0.02,0.01,0
0.31,0.27,0.96,0.04,-0.18,0.12,-0.12,-0.02,0.01,0
0.311,0.27,0.96,0.04,-0.18,0.12,-0.12,-0.07,-0.13,0.03
0.312,0.27,0.96,0.04,-0.32,-0.02,-0.33,-0.07,-0.13,0.03
0.326,0.27,0.96,0.04,-0.32,-0.02,-0.33,-0.07,-0.13,0.03
0.329,0.31,0.94,0.06,-0.32,-0.02,-0.33,-0.07,-0.13,0.03
0.349,0.3,0.92,0.06,-0.32,-0.02,-0.33,-0.07,-0.13,0.03
0.35,0.3,0.92,0.06,-0.32,-0.02,-0.33,-0.08,-0.17,0.06
0.351,0.3,0.92,0.06,0.13,-0.11,0.39,-0.08,-0.17,0.06
0.372,0.28,0.94,0.03,0.13,-0.11,0.39,-0.08,-0.17,0.06
0.401,0.28,0.94,0.03,0.13,-0.11,0.39,-0.08,-0.17,0.06
0.403,0.29,0.97,0.02,0.13,-0.11,0.39,-0.08,-0.17,0.06
0.404,0.29,0.97,0.02,0.13,-0.11,0.39,-0.04,-0.12,0.05
0.407,0.29,0.97,0.02,0.11,-0.1,0.38,-0.04,-0.12,0.05
0.409,0.29,0.93,0.02,0.11,-0.1,0.38,-0.04,-0.12,0.05
0.428,0.35,0.95,0.04,0.11,-0.1,0.38,-0.04,-0.12,0.05
0.43,0.35,0.95,0.04,0.11,-0.1,0.38,-0.04,-0.22,0.02
0.431,0.35,0.95,0.04,0.02,-0.06,0.1,-0.04,-0.22,0.02
0.446,0.35,0.95,0.04,0.02,-0.06,0.1,-0.04,-0.22,0.02
0.448,0.32,0.99,0.01,0.02,-0.06,0.1,-0.04,-0.22,0.02
0.47,0.26,0.96,0,0.02,-0.06,0.1,-0.04,-0.22,0.02
0.472,0.26,0.96,0,0.02,-0.06,0.1,-0.01,-0.14,-0.04
0.474,0.26,0.96,0,0.28,0.17,0.06,-0.01,-0.14,-0.04
0.505,0.27,0.91,0.01,0.28,0.17,0.06,-0.01,-0.14,-0.04
0.507,0.27,0.91,0.01,0.28,0.17,0.06,-0.01,-0.14,-0.04
0.507,0.25,0.88,0,0.28,0.17,0.06,-0.01,-0.14,-0.04
0.508,0.25,0.88,0,0.28,0.17,0.06,-0.02,-0.11,-0.07
0.508,0.25,0.88,0,0.3,0.16,0.07,-0.02,-0.11,-0.07
0.526,0.29,0.96,-0.03,0.3,0.16,0.07,-0.02,-0.11,-0.07
0.546,0.34,1,0.01,0.3,0.16,0.07,-0.02,-0.11,-0.07
0.547,0.34,1,0.01,0.3,0.16,0.07,-0.1,-0.39,-0.05
0.548,0.34,1,0.01,-0.07,-0.32,-0.15,-0.1,-0.39,-0.05
0.58,0.34,1,0.01,-0.07,-0.32,-0.15,-0.1,-0.39,-0.05
0.582,0.34,0.98,-0.01,-0.07,-0.32,-0.15,-0.1,-0.39,-0.05
0.607,0.32,0.94,0.06,-0.07,-0.32,-0.15,-0.1,-0.39,-0.05
0.608,0.32,0.94,0.06,-0.07,-0.32,-0.15,-0.13,-0.45,-0.1
0.609,0.32,0.94,0.06,0.55,0.17,0.09,-0.13,-0.45,-0.1
0.609,0.33,0.94,0.07,0.55,0.17,0.09,-0.13,-0.45,-0.1
0.626,0.33,0.94,0.07,0.55,0.17,0.09,-0.13,-0.45,-0.1
0.627,0.3,0.98,0.03,0.55,0.17,0.09,-0.13,-0.45,-0.1
0.628,0.3,0.98,0.03,0.55,0.17,0.09,-0.08,-0.35,-0.22
0.629,0.3,0.98,0.03,0.62,0.15,0.09,-0.08,-0.35,-0.22
0.645,0.28,0.99,0.01,0.62,0.15,0.09,-0.08,-0.35,-0.22
0.666,0.25,0.95,0.02,0.62,0.15,0.09,-0.08,-0.35,-0.22
0.668,0.25,0.95,0.02,0.62,0.15,0.09,0,-0.34,-0.31
0.669,0.25,0.95,0.02,0.44,0.09,0.25,0,-0.34,-0.31
0.696,0.27,0.96,0.04,0.44,0.09,0.25,0,-0.34,-0.31
0.697,0.27,0.96,0.04,0.44,0.09,0.25,0,-0.34,-0.31
0.704,0.34,0.98,0.03,0.44,0.09,0.25,0,-0.34,-0.31
0.705,0.34,0.98,0.03,0.44,0.09,0.25,0.06,-0.29,-0.35
0.706,0.34,0.98,0.03,0.41,-0.02,0.29,0.06,-0.29,-0.35
0.724,0.35,0.95,0.06,0.41,-0.02,0.29,0.06,-0.29,-0.35
0.744,0.34,0.95,0.04,0.41,-0.02,0.29,0.06,-0.29,-0.35
0.745,0.34,0.95,0.04,0.41,-0.02,0.29,0.16,-0.2,-0.46
0.746,0.34,0.95,0.04,0.57,-0.07,0.36,0.16,-0.2,-0.46
0.747,0.34,0.95,0.04,0.57,-0.07,0.36,0.16,-0.2,-0.46
0.764,0.36,0.96,0.01,0.57,-0.07,0.36,0.16,-0.2,-0.46
0.786,0.36,0.96,0.01,1.4,-0.18,0.47,0.16,-0.2,-0.46
0.789,0.36,1.01,-0.04,1.4,-0.18,0.47,0.16,-0.2,-0.46
0.79,0.36,1.01,-0.04,1.4,-0.18,0.47,0.25,-0.06,-0.67
0.827,0.22,1.04,-0.06,1.4,-0.18,0.47,0.25,-0.06,-0.67
0.829,0.22,1.04,-0.06,1.4,-0.18,0.47,0.25,-0.06,-0.67
0.83,0.08,1.07,-0.13,1.4,-0.18,0.47,0.25,-0.06,-0.67
0.831,0.08,1.07,-0.13,1.4,-0.18,0.47,0.32,0.24,-0.88
0.832,0.08,1.07,-0.13,0.47,0.59,-0.46,0.32,0.24,-0.88
0.844,0.06,1.06,-0.19,0.47,0.59,-0.46,0.32,0.24,-0.88
0.862,-0.1,1.03,-0.13,0.47,0.59,-0.46,0.32,0.24,-0.88
0.864,-0.1,1.03,-0.13,0.47,0.59,-0.46,0.46,0.52,-0.87
0.865,-0.1,1.03,-0.13,0.78,0.54,-0.31,0.46,0.52,-0.87
0.866,-0.1,1.03,-0.13,0.78,0.54,-0.31,0.46,0.52,-0.87
0.882,-0.3,0.95,0.06,0.78,0.54,-0.31,0.46,0.52,-0.87
0.902,-0.26,0.77,-0.02,0.78,0.54,-0.31,0.46,0.52,-0.87
0.903,-0.26,0.77,-0.02,0.78,0.54,-0.31,0.4,0.38,-0.54
0.904,-0.26,0.77,-0.02,-2.26,0.24,-0.32,0.4,0.38,-0.54
0.922,-0.08,0.66,0.1,-2.26,0.24,-0.32,0.4,0.38,-0.54
0.926,-0.08,0.66,0.1,-2.26,0.24,-0.32,0.4,0.38,-0.54
0.942,-0.01,0.77,0.22,-2.26,0.24,-0.32,0.4,0.38,-0.54
0.943,-0.01,0.77,0.22,-2.26,0.24,-0.32,0.28,-0.9,0.08
0.944,-0.01,0.77,0.22,-2.27,-2.45,1.64,0.28,-0.9,0.08
0.962,0.02,0.75,0.14,-2.27,-2.45,1.64,0.28,-0.9,0.08
0.99,0,0.94,0.19,-2.27,-2.45,1.64,0.28,-0.9,0.08
0.993,0,0.94,0.19,-2.27,-2.45,1.64,0.24,-1.61,0.39
0.995,0,0.94,0.19,-2.33,-2.39,1.78,0.24,-1.61,0.39
0.996,0,0.94,0.19,-2.33,-2.39,1.78,0.24,-1.61,0.39
1.003,0.1,1.19,-0.09,-2.33,-2.39,1.78,0.24,-1.61,0.39
1.021,0.32,1.13,-0.1,-2.33,-2.39,1.78,0.24,-1.61,0.39
1.022,0.32,1.13,-0.1,-2.33,-2.39,1.78,0.46,-1.95,0.64
1.023,0.32,1.13,-0.1,-0.94,-0.09,1.82,0.46,-1.95,0.64
1.04,0.6,0.97,-0.16,-0.94,-0.09,1.82,0.46,-1.95,0.64
1.045,0.6,0.97,-0.16,-0.94,-0.09,1.82,0.46,-1.95,0.64
1.06,0.6,0.97,-0.16,3.15,0.67,-0.5,0.46,-1.95,0.64
1.063,0.53,1,-0.33,3.15,0.67,-0.5,0.46,-1.95,0.64
1.064,0.53,1,-0.33,3.15,0.67,-0.5,0.93,-0.79,0.64
1.088,0,1.11,-0.32,3.15,0.67,-0.5,0.93,-0.79,0.64
1.1,-0.27,1.1,-0.46,3.15,0.67,-0.5,0.93,-0.79,0.64
1.102,-0.27,1.1,-0.46,3.15,0.67,-0.5,0.95,0.94,0.18
1.103,-0.27,1.1,-0.46,2.97,0.73,-0.2,0.95,0.94,0.18
1.121,-0.27,1.1,-0.46,2.97,0.73,-0.2,0.95,0.94,0.18
1.123,0.07,1.01,-0.44,2.97,0.73,-0.2,0.95,0.94,0.18
1.141,0.47,1.01,-0.33,2.97,0.73,-0.2,0.95,0.94,0.18
1.144,0.47,1.01,-0.33,2.97,0.73,-0.2,0.6,0.03,0.3
1.146,0.47,1.01,-0.33,-2.51,1.19,-2.01,0.6,0.03,0.3
1.16,0.26,0.92,-0.24,-2.51,1.19,-2.01,0.6,0.03,0.3
1.166,0.26,0.92,-0.24,-2.51,1.19,-2.01,0.6,0.03,0.3
1.192,-0.04,0.92,-0.28,-2.51,1.19,-2.01,0.6,0.03,0.3
1.195,-0.04,0.92,-0.28,-2.51,1.19,-2.01,0.4,0.13,0.32
1.196,-0.04,0.92,-0.28,0.32,0.02,-0.62,0.4,0.13,0.32
1.221,0.11,0.95,-0.23,0.32,0.02,-0.62,0.4,0.13,0.32
1.222,0.28,0.97,-0.21,0.32,0.02,-0.62,0.4,0.13,0.32
1.223,0.28,0.97,-0.21,0.32,0.02,-0.62,0.41,0.34,0.29
1.224,0.28,0.97,-0.21,0.18,0.08,-0.49,0.41,0.34,0.29
1.225,0.28,0.97,-0.21,0.18,0.08,-0.49,0.41,0.34,0.29
1.238,0.24,0.93,-0.25,0.18,0.08,-0.49,0.41,0.34,0.29
1.259,0.24,0.93,-0.25,-0.21,0.15,0.14,0.41,0.34,0.29
1.261,0.09,0.9,-0.28,-0.21,0.15,0.14,0.41,0.34,0.29
1.263,0.09,0.9,-0.28,-0.21,0.15,0.14,0.43,0.28,0.35
1.29,0.07,0.91,-0.33,-0.21,0.15,0.14,0.43,0.28,0.35
1.293,0.07,0.91,-0.33,-0.21,0.15,0.14,0.43,0.28,0.35
1.299,0.27,0.91,-0.37,-0.21,0.15,0.14,0.43,0.28,0.35
1.301,0.27,0.91,-0.37,-0.21,0.15,0.14,0.41,0.27,0.39
1.303,0.27,0.91,-0.37,-0.99,-0.2,-0.68,0.41,0.27,0.39
1.327,0.36,0.92,-0.33,-0.99,-0.2,-0.68,0.41,0.27,0.39
1.34,0.22,0.97,-0.3,-0.99,-0.2,-0.68,0.41,0.27,0.39
1.341,0.22,0.97,-0.3,-0.99,-0.2,-0.68,0.36,0.17,0.44
1.342,0.22,0.97,-0.3,-1.14,-0.11,-0.56,0.36,0.17,0.44
1.345,0.22,0.97,-0.3,-1.14,-0.11,-0.56,0.36,0.17,0.44
1.356,0.13,0.98,-0.28,-1.14,-0.11,-0.56,0.36,0.17,0.44
1.382,0.11,0.98,-0.37,-1.14,-0.11,-0.56,0.36,0.17,0.44
1.384,0.11,0.98,-0.37,-1.14,-0.11,-0.56,0.32,0.3,0.41
1.388,0.11,0.98,-0.37,-0.43,0.44,-0.24,0.32,0.3,0.41
1.396,0.34,0.99,-0.41,-0.43,0.44,-0.24,0.32,0.3,0.41
1.413,0.34,0.99,-0.41,-0.43,0.44,-0.24,0.32,0.3,0.41
1.416,0.3,0.99,-0.41,-0.43,0.44,-0.24,0.32,0.3,0.41
1.417,0.3,0.99,-0.41,-0.43,0.44,-0.24,0.22,0.12,0.59
1.419,0.3,0.99,-0.41,-0.49,0.81,-1.07,0.22,0.12,0.59
1.436,0.13,0.96,-0.38,-0.49,0.81,-1.07,0.22,0.12,0.59
1.455,0.24,0.98,-0.34,-0.49,0.81,-1.07,0.22,0.12,0.59
1.456,0.24,0.98,-0.34,-0.49,0.81,-1.07,0.13,0.34,0.59
1.457,0.24,0.98,-0.34,-0.72,0.88,-1.05,0.13,0.34,0.59
1.464,0.24,0.98,-0.34,-0.72,0.88,-1.05,0.13,0.34,0.59
1.477,0.21,1.01,-0.32,-0.72,0.88,-1.05,0.13,0.34,0.59
1.51,0.19,1.03,-0.43,-0.72,0.88,-1.05,0.13,0.34,0.59
1.512,0.19,1.03,-0.43,-0.72,0.88,-1.05,0.05,0.35,0.75
1.513,0.19,1.03,-0.43,-1.56,0.94,-0.57,0.05,0.35,0.75
1.514,0.23,1.07,-0.36,-1.56,0.94,-0.57,0.05,0.35,0.75
1.525,0.23,1.07,-0.36,-1.56,0.94,-0.57,0.05,0.35,0.75
1.534,0.01,1.02,-0.3,-1.56,0.94,-0.57,0.05,0.35,0.75
1.535,0.01,1.02,-0.3,-1.56,0.94,-0.57,-0.02,0.4,0.96
1.537,0.01,1.02,-0.3,-2.34,1.6,-0.77,-0.02,0.4,0.96
1.564,0.05,1.1,-0.37,-2.34,1.6,-0.77,-0.02,0.4,0.96
1.588,0.32,1.25,-0.32,-2.34,1.6,-0.77,-0.02,0.4,0.96
1.59,0.32,1.25,-0.32,-2.34,1.6,-0.77,0.06,0.56,1.27
1.59,0.32,1.25,-0.32,-2.78,1.78,-0.83,0.06,0.56,1.27
1.591,0.32,1.25,-0.32,-2.78,1.78,-0.83,0.06,0.56,1.27
1.593,0.38,1.39,-0.22,-2.78,1.78,-0.83,0.06,0.56,1.27
1.613,0.05,1.61,-0.24,-2.78,1.78,-0.83,0.06,0.56,1.27
1.614,0.05,1.61,-0.24,-2.78,1.78,-0.83,0.21,0.88,1.68
1.614,0.05,1.61,-0.24,-2.36,4.07,-0.33,0.21,0.88,1.68
1.633,-0.33,1.59,-0.12,-2.36,4.07,-0.33,0.21,0.88,1.68
1.646,-0.33,1.59,-0.12,-2.36,4.07,-0.33,0.21,0.88,1.68
1.658,-0.33,1.59,-0.12,-7.21,7.15,0.9,0.21,0.88,1.68
1.662,-0.26,1.39,-0.09,-7.21,7.15,0.9,0.21,0.88,1.68
1.664,-0.26,1.39,-0.09,-7.21,7.15,0.9,0.3,1.6,1.9
1.693,-0.11,1.51,-0.33,-7.21,7.15,0.9,0.3,1.6,1.9
1.696,-0.26,1.41,-0.54,-7.21,7.15,0.9,0.3,1.6,1.9
1.697,-0.26,1.41,-0.54,-7.21,7.15,0.9,0.67,2.26,2.33
1.697,-0.26,1.41,-0.54,-7.97,7.63,0.56,0.67,2.26,2.33
1.725,-0.26,1.41,-0.54,-7.97,7.63,0.56,0.67,2.26,2.33
1.727,0.16,1.26,-0.46,-7.97,7.63,0.56,0.67,2.26,2.33
1.732,0.85,1.35,-0.13,-7.97,7.63,0.56,0.67,2.26,2.33
1.733,0.85,1.35,-0.13,-7.97,7.63,0.56,0.95,1.99,2.89
1.733,0.85,1.35,-0.13,-7.7,6.99,-2.48,0.95,1.99,2.89
1.753,0.9,1.16,-0.31,-7.7,6.99,-2.48,0.95,1.99,2.89
1.777,0.9,1.16,-0.31,-7.7,6.99,-2.48,0.95,1.99,2.89
1.779,0.6,0.95,-0.32,-7.7,6.99,-2.48,0.95,1.99,2.89
1.779,0.6,0.95,-0.32,-7.7,6.99,-2.48,0.85,0.71,2.75
1.78,0.6,0.95,-0.32,-0.1,5.4,-0.66,0.85,0.71,2.75
1.791,0.2,0.84,-0.08,-0.1,5.4,-0.66,0.85,0.71,2.75
1.823,0.01,0.61,-0.07,-0.1,5.4,-0.66,0.85,0.71,2.75
1.826,0.01,0.61,-0.07,-0.1,5.4,-0.66,0.31,1.01,0.96
1.827,0.01,0.61,-0.07,-0.38,5.63,-0.89,0.31,1.01,0.96
1.828,0.01,0.61,-0.07,-0.38,5.63,-0.89,0.31,1.01,0.96
1.831,0.05,0.44,-0.13,-0.38,5.63,-0.89,0.31,1.01,0.96
1.851,0.05,0.44,-0.13,-6.95,0.32,0.57,0.31,1.01,0.96
1.853,0.35,0.4,-0.15,-6.95,0.32,0.57,0.31,1.01,0.96
1.853,0.35,0.4,-0.15,-6.95,0.32,0.57,-0.34,0.09,-0.62
1.873,0.47,0.4,-0.08,-6.95,0.32,0.57,-0.34,0.09,-0.62
1.886,0.47,0.4,-0.08,-6.95,0.32,0.57,-0.34,0.09,-0.62
1.899,0.47,0.4,-0.08,-2.89,-2.2,0.31,-0.34,0.09,-0.62
1.901,0.49,0.5,-0.18,-2.89,-2.2,0.31,-0.34,0.09,-0.62
1.902,0.49,0.5,-0.18,-2.89,-2.2,0.31,-0.76,-1.26,-1.87
1.909,0.45,0.56,-0.19,-2.89,-2.2,0.31,-0.76,-1.26,-1.87
1.93,0.36,0.54,-0.24,-2.89,-2.2,0.31,-0.76,-1.26,-1.87
1.931,0.36,0.54,-0.24,-1.91,-3.05,0.42,-0.76,-1.26,-1.87
1.931,0.36,0.54,-0.24,-1.91,-3.05,0.42,-1.01,-1.44,-3.15
1.946,0.36,0.54,-0.24,-1.91,-3.05,0.42,-1.01,-1.44,-3.15
1.95,0.44,0.55,-0.24,-1.91,-3.05,0.42,-1.01,-1.44,-3.15
1.993,0.56,0.59,-0.24,-1.91,-3.05,0.42,-1.01,-1.44,-3.15
1.996,0.56,0.59,-0.24,-1.91,-3.05,0.42,-1.27,-2.34,-3.96
1.997,0.56,0.59,-0.24,-0.74,-2.81,-0.25,-1.27,-2.34,-3.96
1.997,0.6,0.66,-0.29,-0.74,-2.81,-0.25,-1.27,-2.34,-3.96
2.016,0.6,0.66,-0.29,-0.74,-2.81,-0.25,-1.27,-2.34,-3.96
2.018,0.56,0.77,-0.38,-0.74,-2.81,-0.25,-1.27,-2.34,-3.96
2.019,0.56,0.77,-0.38,-0.74,-2.81,-0.25,-1.4,-2.88,-4.43
2.02,0.56,0.77,-0.38,2.51,-2.36,-1.09,-1.4,-2.88,-4.43
2.028,0.65,0.86,-0.49,2.51,-2.36,-1.09,-1.4,-2.88,-4.43
2.047,0.76,0.88,-0.5,2.51,-2.36,-1.09,-1.4,-2.88,-4.43
2.049,0.76,0.88,-0.5,2.51,-2.36,-1.09,-1.49,-2.76,-4.84
2.049,0.76,0.88,-0.5,4.4,-2.83,-1.38,-1.49,-2.76,-4.84
2.064,0.76,0.88,-0.5,4.4,-2.83,-1.38,-1.49,-2.76,-4.84
2.068,0.86,0.97,-0.43,4.4,-2.83,-1.38,-1.49,-2.76,-4.84
2.09,1.17,1.1,-0.57,4.4,-2.83,-1.38,-1.49,-2.76,-4.84
2.093,1.17,1.1,-0.57,4.4,-2.83,-1.38,-1.5,-2.13,-5
2.096,1.17,1.1,-0.57,8.03,-0.72,-3.52,-1.5,-2.13,-5
2.127,1.36,1.03,-0.53,8.03,-0.72,-3.52,-1.5,-2.13,-5
2.129,1.36,1.03,-0.53,8.03,-0.72,-3.52,-1.5,-2.13,-5
2.131,1.04,0.89,-0.54,8.03,-0.72,-3.52,-1.5,-2.13,-5
2.132,1.04,0.89,-0.54,8.03,-0.72,-3.52,-1.01,-0.24,-4.72
2.133,1.04,0.89,-0.54,13.84,0.56,-4.54,-1.01,-0.24,-4.72
2.148,0.81,0.98,-0.61,13.84,0.56,-4.54,-1.01,-0.24,-4.72
2.167,0.75,0.92,-0.33,13.84,0.56,-4.54,-1.01,-0.24,-4.72
2.17,0.75,0.92,-0.33,13.84,0.56,-4.54,-0.15,1.14,-3.22
2.171,0.75,0.92,-0.33,14.72,0.89,-4.39,-0.15,1.14,-3.22
2.194,0.75,0.92,-0.33,14.72,0.89,-4.39,-0.15,1.14,-3.22
2.196,0.83,0.79,-0.29,14.72,0.89,-4.39,-0.15,1.14,-3.22
2.228,0.63,0.74,-0.28,14.72,0.89,-4.39,-0.15,1.14,-3.22
2.23,0.63,0.74,-0.28,14.72,0.89,-4.39,0.36,0.17,-0.31
2.231,0.63,0.74,-0.28,10.76,-0.16,-2.83,0.36,0.17,-0.31
2.233,0.26,1.36,-0.29,10.76,-0.16,-2.83,0.36,0.17,-0.31
2.245,0.26,1.36,-0.29,10.76,-0.16,-2.83,0.36,0.17,-0.31
2.247,-1.3,2.59,1.56,10.76,-0.16,-2.83,0.36,0.17,-0.31
2.248,-1.3,2.59,1.56,10.76,-0.16,-2.83,0.47,-0.5,2.25
2.249,-1.3,2.59,1.56,0.84,6.13,4.46,0.47,-0.5,2.25
2.265,-1.72,1.79,-1.54,0.84,6.13,4.46,0.47,-0.5,2.25
2.286,-0.64,0.3,-1.53,0.84,6.13,4.46,0.47,-0.5,2.25
2.289,-0.64,0.3,-1.53,0.84,6.13,4.46,1.4,-0.74,0.31
2.291,-0.64,0.3,-1.53,0.75,6.08,4.82,1.4,-0.74,0.31
2.311,-0.64,0.3,-1.53,0.75,6.08,4.82,1.4,-0.74,0.31
2.312,2.6,1.14,1.08,0.75,6.08,4.82,1.4,-0.74,0.31
2.331,2.26,1.15,-0.02,0.75,6.08,4.82,1.4,-0.74,0.31
2.333,2.26,1.15,-0.02,0.75,6.08,4.82,0.72,-4.71,2.83
2.335,2.26,1.15,-0.02,2.08,1.11,-4.92,0.72,-4.71,2.83
2.344,-0.14,0.86,-1.17,2.08,1.11,-4.92,0.72,-4.71,2.83
2.365,-0.14,0.86,-1.17,2.08,1.11,-4.92,0.72,-4.71,2.83
2.366,-0.14,0.86,-1.17,5.65,1.45,-4.13,0.72,-4.71,2.83
2.367,-0.61,1.32,-0.73,5.65,1.45,-4.13,0.72,-4.71,2.83
2.367,-0.61,1.32,-0.73,5.65,1.45,-4.13,1.04,1.69,0.89
2.389,-1.31,0.8,-0.24,5.65,1.45,-4.13,1.04,1.69,0.89
2.417,-1.31,0.8,-0.24,5.26,1.45,-3.89,1.04,1.69,0.89
2.419,-0.48,0.68,-0.32,5.26,1.45,-3.89,1.04,1.69,0.89
2.419,-0.48,0.68,-0.32,5.26,1.45,-3.89,0.36,2.01,0.33
2.424,0.06,1.03,-0.22,5.26,1.45,-3.89,0.36,2.01,0.33
2.426,0.06,1.03,-0.22,5.26,1.45,-3.89,0.36,2.01,0.33
2.443,0.23,1.03,-0.22,5.26,1.45,-3.89,0.36,2.01,0.33
2.445,0.23,1.03,-0.22,5.26,1.45,-3.89,0.23,-0.25,1.52
2.446,0.23,1.03,-0.22,-5.73,-1.18,-0.09,0.23,-0.25,1.52
2.462,-0.09,0.87,-0.21,-5.73,-1.18,-0.09,0.23,-0.25,1.52
2.492,-0.13,0.93,-0.37,-5.73,-1.18,-0.09,0.23,-0.25,1.52
2.494,-0.13,0.93,-0.37,-5.73,-1.18,-0.09,0.44,1.08,1.53
2.497,-0.13,0.93,-0.37,-5.73,-1.18,-0.09,0.44,1.08,1.53
2.499,-0.13,0.93,-0.37,-0.71,-0.1,-0.01,0.44,1.08,1.53
2.502,0.05,0.96,-0.31,-0.71,-0.1,-0.01,0.44,1.08,1.53
2.522,0.31,0.94,-0.27,-0.71,-0.1,-0.01,0.44,1.08,1.53
2.524,0.31,0.94,-0.27,-0.71,-0.1,-0.01,0.32,0.84,1.45
2.525,0.31,0.94,-0.27,-1.31,0,0.07,0.32,0.84,1.45
2.542,0.43,0.95,-0.27,-1.31,0,0.07,0.32,0.84,1.45
2.543,0.43,0.95,-0.27,-1.31,0,0.07,0.32,0.84,1.45
2.562,0.38,1.01,-0.32,-1.31,0,0.07,0.32,0.84,1.45
2.565,0.38,1.01,-0.32,-1.31,0,0.07,0.27,0.37,1.37
2.567,0.38,1.01,-0.32,0.65,0.19,0,0.27,0.37,1.37
2.59,0.31,1.05,-0.34,0.65,0.19,0,0.27,0.37,1.37
2.603,0.25,1.09,-0.3,0.65,0.19,0,0.27,0.37,1.37
2.604,0.25,1.09,-0.3,0.65,0.19,0,0.33,0.87,1.01
2.605,0.25,1.09,-0.3,0.68,1.3,-0.35,0.33,0.87,1.01
2.607,0.25,1.09,-0.3,0.68,1.3,-0.35,0.33,0.87,1.01
2.624,0.11,1.07,-0.27,0.68,1.3,-0.35,0.33,0.87,1.01
2.641,-0.11,0.98,-0.35,0.68,1.3,-0.35,0.33,0.87,1.01
2.645,-0.11,0.98,-0.35,0.68,1.3,-0.35,0.24,1.02,0.93
2.647,-0.11,0.98,-0.35,0.24,1.39,-0.36,0.24,1.02,0.93
2.661,-0.21,1.03,-0.4,0.24,1.39,-0.36,0.24,1.02,0.93
